Isoform,Gene ID,Gene name,TPM (median),TPM (Q1),TPM (Q3)
4258c505-ff6a-4668-970f-45639567139a,ENSG00000102879,CORO1A,16,6,16,3,16,9
ENST00000219150.10,ENSG00000102879,CORO1A,16,0,12,4,23,0
0323bbae-f2dc-428b-a292-50d512e544fb,ENSG00000080618,CPB2,13,3,9,5,13,6
878546d2-b193-4a22-beb0-cc54012d8e5d,ENSG00000080618,CPB2,11,5,7,5,11,6
ENST00000181383.10,ENSG00000080618,CPB2,360,7,250,7,434,4
ENST00000439329.5,ENSG00000080618,CPB2,12,0,10,4,26,7
ENST00000675730.1,ENSG00000080618,CPB2,11,0,8,4,13,5
b194aea8-cb98-4a8e-aad2-ea446598e221,ENSG00000080618,CPB2,6,6,5,8,17,2
9ad72053-467f-4166-8e34-f5d793e0d64f,ENSG00000106066,CPVL,7,5,6,6,8,6
ENST00000265394.10,ENSG00000106066,CPVL,30,1,19,9,43,3
ENST00000396276.7,ENSG00000106066,CPVL,9,7,6,7,14,6
ENST00000452463.5,ENSG00000182158,CREB3L2,7,3,6,4,9,0
ENST00000407010.7,ENSG00000214960,CRPPA,12,9,10,8,15,1
ENST00000268184.11,ENSG00000140577,CRTC3,11,5,6,2,12,3
ENST00000255641.13,ENSG00000133275,CSNK1G2,9,8,5,9,20,0
db6d64fa-5d8e-4662-bc20-77d762eac7dc,ENSG00000133275,CSNK1G2,8,1,7,8,8,3
ENST00000340006.7,ENSG00000159176,CSRP1,66,0,52,6,72,6
ENST00000382952.8,ENSG00000159692,CTBP1,40,2,30,1,53,0
ENST00000302763.12,ENSG00000044115,CTNNA1,86,2,70,4,104,3
5b8d3244-1616-468c-b058-af58facbdce7,ENSG00000171604,CXXC5,8,0,7,1,10,6
ENST00000302517.8,ENSG00000171604,CXXC5,16,0,11,5,19,9
ENST00000511048.1,ENSG00000171604,CXXC5,6,2,6,2,6,9
9ea7df7c-5b81-4196-a25a-2d8286135bc3,ENSG00000083799,CYLD,13,7,9,0,16,7
ENST00000610745.5,ENSG00000138061,CYP1B1,11,8,10,2,15,6
921d4458-e104-4577-9302-d629f823b414,ENSG00000162365,CYP4A22,7,3,6,3,8,5
ENST00000371890.7,ENSG00000162365,CYP4A22,8,6,6,1,12,5
ENST00000371891.8,ENSG00000162365,CYP4A22,103,6,58,9,132,5
cc4d7d94-3deb-418f-ba79-e2d43403b7c2,ENSG00000162365,CYP4A22,6,1,5,9,7,8
cfec806a-cba8-4cf7-beca-fc23b29bcfd7,ENSG00000162365,CYP4A22,8,8,6,1,14,3
d59ef70d-f773-44d4-8090-155a986c1aaa,ENSG00000162365,CYP4A22,6,1,5,7,8,6
ENST00000003100.13,ENSG00000001630,CYP51A1,119,4,73,6,169,7
d81e92d0-344a-4786-a423-34f3e61128b7,ENSG00000166265,CYYR1,8,6,7,1,12,0
ENST00000264161.9,ENSG00000115866,DARS1,36,4,24,0,50,2
07e4c834-ce07-4b67-a52e-7f0103dab14a,ENSG00000166341,DCHS1,6,0,5,9,8,1
58443c3b-9094-4a87-97f7-f380784119d0,ENSG00000204843,DCTN1,5,8,5,8,6,2
6c9af930-c4d7-4bd9-a300-9ad84d6c1eb1,ENSG00000204843,DCTN1,24,2,12,9,34,7
747b17e3-1151-4d4c-b0b6-e3b8e0ff204f,ENSG00000132437,DDC,6,2,6,1,6,9
76ffe10c-6e2d-46ad-8011-765c6ddf4ec6,ENSG00000132437,DDC,17,9,16,1,27,0
f1cbd3e8-c02c-40d9-836e-52bc8dc0f4b9,ENSG00000132437,DDC,12,1,10,2,23,1
31cdca4c-061e-4aa9-9b66-f7689f1f79f6,ENSG00000013573,DDX11,10,7,8,3,11,6
054fcfe2-4670-4255-be41-fd95b3d50fb4,ENSG00000198563,DDX39B,7,3,6,3,8,5
1095695a-34e2-4e98-8c78-9a8b4013ac29,ENSG00000198563,DDX39B,6,2,5,8,8,1
933cc2d2-9488-4766-8a45-1909240041cf,ENSG00000198563,DDX39B,14,1,10,5,18,8
ENST00000396172.6,ENSG00000198563,DDX39B,11,6,9,4,12,8
ENST00000458640.5,ENSG00000198563,DDX39B,16,0,12,6,23,0
ENST00000462256.5,ENSG00000198563,DDX39B,17,6,11,1,30,0
ENST00000331314.11,ENSG00000118197,DDX59,8,6,7,5,11,5
3318b394-c634-4de2-ba71-deadbe39c678,ENSG00000170456,DENND5B,8,6,7,6,12,3
58b81b9c-4816-4d29-869a-6a89480c5673,ENSG00000170456,DENND5B,23,0,14,0,32,0
ENST00000286234.6,ENSG00000155792,DEPTOR,17,9,13,9,23,9
511ce0fb-5dc1-4d64-ba9e-a95fcea46a16,ENSG00000114956,DGUOK,7,5,6,0,11,8
ENST00000264093.9,ENSG00000114956,DGUOK,7,1,5,8,12,1
ENST00000348222.3,ENSG00000114956,DGUOK,10,5,8,0,12,6
ENST00000418996.5,ENSG00000114956,DGUOK,8,6,6,4,11,8
ENST00000629438.2,ENSG00000114956,DGUOK,9,1,6,1,12,7
ef63ccc9-757c-4514-86fe-05b9491e6995,ENSG00000114956,DGUOK,5,8,5,7,5,8
ENST00000236342.12,ENSG00000117682,DHDDS,10,1,7,6,16,1
6d6af06d-360a-490d-b92c-47dd3f8f7e87,ENSG00000147202,DIAPH2,6,4,5,9,7,3
ENST00000373049.8,ENSG00000147202,DIAPH2,11,5,7,3,13,8
27c8e432-7a0d-4a85-8601-ef8d011d2a17,ENSG00000100697,DICER1,6,6,6,1,12,4
ENST00000646789.1,ENSG00000162595,DIRAS3,11,5,8,7,12,3
ENST00000319212.9,ENSG00000166938,DIS3L,12,2,6,9,17,8
ENST00000667157.1,ENSG00000075711,DLG1,9,1,6,5,11,7
e65df9c3-4ac6-45d3-9584-a7ba56a26904,ENSG00000075711,DLG1,5,8,5,8,6,0
16be7a3a-b978-4a12-a602-8559e82f2214,ENSG00000080845,DLGAP4,10,7,9,3,12,8
ENST00000340491.8,ENSG00000080845,DLGAP4,8,6,6,2,16,0
6b83c276-e678-43e5-8d86-eab72b26c329,ENSG00000198947,DMD,16,0,11,1,20,9
ENST00000378723.7,ENSG00000198947,DMD,36,8,19,3,51,7
e19b64bf-534d-4e04-801e-e54c608f757e,ENSG00000104936,DMPK,12,3,8,9,21,9
ENST00000372950.6,ENSG00000213551,DNAJC9,12,4,6,8,16,8
4b6e5d0b-56ad-40d7-9778-438eb6e3103f,ENSG00000123992,DNPEP,10,0,8,1,17,4
958959b4-1f06-402e-9975-9227928f5ad8,ENSG00000123992,DNPEP,7,1,6,0,8,9
ENST00000273075.9,ENSG00000123992,DNPEP,18,9,13,5,22,4
ENST00000373963.5,ENSG00000123992,DNPEP,5,9,5,6,6,0
be36df7a-6693-41ce-8353-e6423e97a9f7,ENSG00000123992,DNPEP,12,3,8,8,13,6
ENST00000432829.7,ENSG00000107099,DOCK8,11,5,6,1,16,0
94af4edb-9c77-4570-9c40-f5399062c988,ENSG00000142002,DPP9,6,0,5,8,6,1
ENST00000262960.14,ENSG00000142002,DPP9,31,3,15,7,41,9
ENST00000370192.8,ENSG00000188641,DPYD,32,1,22,9,38,0
97f124dc-9ac8-4c88-9ec4-82283f58c0de,ENSG00000046604,DSG2,7,3,5,9,12,2
a03e6e2b-ce41-4f84-8c57-5913908f2eb9,ENSG00000151914,DST,17,2,13,3,29,0
cb865072-a2d4-4bb9-b596-a8852ff94b0a,ENSG00000151914,DST,9,5,6,0,13,5
ENST00000377452.4,ENSG00000125821,DTD1,13,9,9,1,22,6
ENST00000288642.12,ENSG00000138101,DTNB,5,8,5,8,9,0
ENST00000496972.6,ENSG00000138101,DTNB,7,5,6,3,11,5
76e21524-c359-4271-8d68-e4edb6d72ccf,ENSG00000128951,DUT,10,2,7,4,13,0
ENST00000331200.8,ENSG00000128951,DUT,21,4,16,5,30,2
ENST00000455976.6,ENSG00000128951,DUT,6,1,5,8,8,0
ENST00000558472.5,ENSG00000128951,DUT,23,1,12,1,37,1
ENST00000558813.5,ENSG00000128951,DUT,11,5,8,0,12,4
ENST00000396842.7,ENSG00000144597,EAF1,12,6,8,9,16,8
ENST00000415912.6,ENSG00000117298,ECE1,48,4,32,6,57,3
ENST00000377211.8,ENSG00000136160,EDNRB,41,8,29,9,59,7
ENST00000646607.2,ENSG00000136160,EDNRB,11,5,8,6,11,9
2c294cf8-fd43-4586-a517-bc83d4056a95,ENSG00000156508,EEF1A1,42,9,27,9,49,5
ENST00000309268.11,ENSG00000156508,EEF1A1,2140,7,1768,7,2615,5
ENST00000316292.13,ENSG00000156508,EEF1A1,17,4,11,5,30,7
ENST00000331523.7,ENSG00000156508,EEF1A1,11,9,8,1,14,7
ENST00000490569.6,ENSG00000156508,EEF1A1,17,8,13,4,23,0
ENST00000615060.5,ENSG00000156508,EEF1A1,12,8,11,1,16,3
